"Kategoria";"Kod";"Nazwa";"Zmienna";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2004";0,43;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2005";0,51;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2006";0,46;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2007";0,45;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2008";0,48;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2009";0,47;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2010";0,46;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2011";0,41;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2012";0,44;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2013";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2014";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2015";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2016";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2017";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2018";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2019";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby";"2020";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2003";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2004";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2005";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2006";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2007";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2008";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2009";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2010";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2011";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2012";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2013";0,33;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2014";0,34;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2015";0,36;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2016";0,33;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2017";0,31;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2018";0,33;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2019";0,29;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ryby i owoce morza";"2020";0,29;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2003";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2004";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2005";4,27;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2006";4,13;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2007";3,84;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2008";3,59;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2009";3,35;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2010";3,49;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2011";3,39;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2012";3,34;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2013";3,41;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2014";3,32;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2015";3,40;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2016";3,35;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2017";3,30;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2018";3,25;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2019";3,06;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko świeże";"2020";3,26;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2003";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2004";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2005";0,65;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2006";0,69;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2007";0,71;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2008";0,78;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2009";0,81;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2010";0,96;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2011";0,85;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2012";0,82;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2013";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2014";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2015";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2016";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2017";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2018";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2019";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty i napoje mleczne";"2020";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2003";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2004";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2005";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2006";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2007";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2008";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2009";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2010";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2011";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2012";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2013";0,56;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2014";0,57;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2015";0,56;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2016";0,58;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2017";0,56;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2018";0,58;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2019";0,58;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jogurty";"2020";0,61;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2003";5,13;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2004";4,96;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2005";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2006";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2007";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2008";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2009";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2010";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2011";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2012";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2013";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2014";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2015";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2016";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2017";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2018";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2019";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty";"2020";;"l";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2003";0,82;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2004";0,82;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2005";0,85;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2006";0,88;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2007";0,83;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2008";0,84;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2009";0,94;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2010";0,99;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2011";0,93;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2012";0,95;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2013";0,81;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2014";0,84;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2015";0,90;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2016";0,95;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2017";0,95;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2018";0,95;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2019";0,98;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"sery i twarogi";"2020";1,04;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2003";14,92;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2004";14,89;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2005";15,44;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2006";14,37;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2007";12,97;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2008";12,78;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2009";12,92;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2010";13,39;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2011";12,47;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2012";12,90;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2013";12,83;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2014";12,42;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2015";12,48;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2016";13,04;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2017";12,98;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2018";12,42;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2019";11,56;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"jaja";"2020";11,81;"szt.";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2003";1,67;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2004";1,59;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2005";1,60;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2006";1,43;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2007";1,39;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2008";1,43;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2009";1,41;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2010";1,40;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2011";1,34;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2012";1,38;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2013";1,26;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2014";1,24;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2015";1,20;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2016";1,22;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2017";1,20;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2018";1,16;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2019";1,16;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"oleje i tłuszcze";"2020";1,18;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2003";3,74;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2004";3,64;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2005";4,22;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2006";3,79;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2007";3,45;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2008";3,41;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2009";4,02;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2010";3,68;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2011";3,50;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2012";3,64;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2013";3,59;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2014";3,99;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2015";4,18;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2016";4,07;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2017";4,18;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2018";4,17;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2019";4,04;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"owoce";"2020";4,40;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2003";13,13;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2004";12,91;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2005";13,23;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2006";11,82;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2007";11,47;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2008";10,88;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2009";10,97;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2010";11,01;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2011";10,21;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2012";9,91;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2013";9,54;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2014";9,80;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2015";9,89;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2016";9,38;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2017";9,09;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2018";8,91;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2019";8,31;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"warzywa";"2020";8,38;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2003";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2004";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2005";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2006";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2007";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2008";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2009";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2010";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2011";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2012";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2013";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2014";;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2015";4,28;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2016";3,74;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2017";3,49;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2018";3,53;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2019";3,05;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"ziemniaki";"2020";2,86;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2003";1,53;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2004";1,47;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2005";1,42;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2006";1,40;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2007";1,26;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2008";1,18;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2009";1,21;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2010";1,13;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2011";1,04;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2012";1,05;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2013";1,01;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2014";0,99;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2015";0,93;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2016";0,91;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2017";0,83;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2018";0,81;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2019";0,68;"kg";"";
"Artykuły";3200000;"ZACHODNIOPOMORSKIE";"cukier";"2020";0,76;"kg";"";
"Dochody";0000000;"POLSKA";"ogółem";"1999";560,43;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2000";610,51;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2001";644,48;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2002";664,21;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2003";711,96;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2004";735,40;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2005";761,46;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2006";834,68;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2007";928,87;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2008";1045,52;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2009";1114,49;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2010";1192,82;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2011";1226,95;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2012";1278,43;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2013";1299,07;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2014";1340,44;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2015";1386,16;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2016";1474,56;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2017";1598,13;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2018";1693,46;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2019";1819,14;"zł";"";
"Dochody";0000000;"POLSKA";"ogółem";"2020";1919,21;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"1999";269,03;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2000";290,99;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2001";300,87;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2002";303,13;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2003";321,07;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2004";334,85;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2005";350,39;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2006";396,78;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2007";467,12;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2008";560,75;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2009";593,73;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2010";636,56;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2011";667,03;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2012";685,77;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2013";690,31;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2014";723,57;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2015";757,89;"zł";"";
"Dochody";0000000;"POLSKA";"z pracy najemnej";"2016";778,01;"zł";"";
